Data long,Data,Numero1,Numero2,Numero3,Numero4,Numero5,Numero6,NumeroJ,NumeroS
11 May 2023,45057,1,6,35,48,62,65,43,83
9 May 2023,45055,18,25,41,44,60,78,36,72
6 May 2023,45052,10,25,40,46,47,74,7,31
4 May 2023,45050,6,9,23,57,62,72,16,22
2 May 2023,45048,17,43,60,71,86,88,16,49
29 April 2023,45045,21,43,55,56,73,89,13,2
27 April 2023,45043,7,10,62,63,77,86,5,44
24 April 2023,45040,3,7,46,69,75,82,81,28
22 April 2023,45038,6,18,22,25,26,47,60,61
20 April 2023,45036,4,5,7,21,45,52,77,37
18 April 2023,45034,5,36,62,64,66,67,53,2
15 April 2023,45031,7,22,36,52,79,86,38,51
13 April 2023,45029,2,11,42,73,76,90,55,35
11 April 2023,45027,9,40,55,60,69,70,34,70
8 April 2023,45024,17,25,32,38,43,48,67,73
6 April 2023,45022,4,28,30,42,45,50,27,55
4 April 2023,45020,17,20,54,62,69,88,39,36
1 April 2023,45017,5,22,36,47,73,75,51,78
30 March 2023,45015,21,29,30,43,46,63,77,54
28 March 2023,45013,42,52,62,64,76,79,55,56
25 March 2023,45010,4,15,26,27,72,82,89,12
23 March 2023,45008,6,8,41,42,66,80,79,11
21 March 2023,45006,10,15,16,30,36,71,59,63
18 March 2023,45003,35,37,43,47,69,73,16,47
16 March 2023,45001,25,28,36,45,48,86,50,51
14 March 2023,44999,8,20,25,64,87,88,75,34
11 March 2023,44996,23,42,46,54,58,79,40,69
9 March 2023,44994,1,19,30,41,42,77,61,32
7 March 2023,44992,2,38,49,64,81,89,43,10
4 March 2023,44989,4,22,24,29,49,58,69,8
2 March 2023,44987,9,24,28,37,44,81,51,72
28 February 2023,44985,7,16,47,49,50,73,45,41
25 February 2023,44982,6,42,52,72,85,89,56,28
23 February 2023,44980,6,29,34,52,58,68,59,12
21 February 2023,44978,7,31,44,63,80,83,87,77
18 February 2023,44975,22,46,52,57,65,72,31,2
16 February 2023,44973,1,38,47,52,56,66,72,23
14 February 2023,44971,19,22,67,71,79,85,23,13
11 February 2023,44968,4,24,25,28,31,68,79,65
9 February 2023,44966,3,10,25,44,57,90,53,68
7 February 2023,44964,24,54,58,65,81,89,63,20
4 February 2023,44961,3,42,46,49,68,81,4,81
2 February 2023,44959,3,14,19,28,70,80,83,7
31 January 2023,44957,13,15,23,39,41,46,30,42
28 January 2023,44954,19,23,53,58,61,82,73,52
26 January 2023,44952,6,25,34,60,79,86,48,81
24 January 2023,44950,3,7,20,55,75,80,88,44
21 January 2023,44947,22,61,66,72,80,82,67,79
19 January 2023,44945,29,47,57,59,67,87,6,48
17 January 2023,44943,9,10,14,40,60,68,21,9
14 January 2023,44940,37,44,52,58,74,78,65,67
12 January 2023,44938,9,10,22,41,44,85,5,51
10 January 2023,44936,21,24,31,32,56,83,78,40
7 January 2023,44933,17,41,54,60,67,86,51,12
5 January 2023,44931,5,9,13,15,50,64,68,43
3 January 2023,44929,8,10,30,34,51,71,20,27
31 December 2022,44926,9,15,30,37,44,72,75,21
29 December 2022,44924,2,19,34,37,46,58,62,69
27 December 2022,44922,3,37,39,44,68,72,11,21
24 December 2022,44919,9,23,29,69,72,81,8,79
22 December 2022,44917,9,25,34,39,54,64,87,22
20 December 2022,44915,7,12,23,73,81,87,35,8
17 December 2022,44912,8,21,24,54,68,70,12,76
15 December 2022,44910,3,4,30,32,39,65,43,66
13 December 2022,44908,32,40,51,61,75,76,72,21
12 December 2022,44907,16,33,51,54,68,86,42,82
10 December 2022,44905,29,50,55,56,76,81,9,47
6 December 2022,44901,12,21,31,39,70,83,16,59
3 December 2022,44898,4,37,38,53,73,79,29,90
1 December 2022,44896,4,13,32,54,56,68,67,25
29 November 2022,44894,18,33,43,60,61,78,20,52
26 November 2022,44891,3,8,42,48,61,72,56,34
24 November 2022,44889,25,58,66,78,81,88,76,3
22 November 2022,44887,14,22,23,35,41,64,17,14
19 November 2022,44884,19,30,44,48,58,72,40,33
17 November 2022,44882,3,6,39,48,52,88,9,6
15 November 2022,44880,13,21,23,33,48,86,28,1
12 November 2022,44877,19,32,51,61,71,82,48,35
10 November 2022,44875,10,16,18,34,39,45,87,3
8 November 2022,44873,15,31,33,44,46,73,79,3
5 November 2022,44870,11,18,41,50,63,74,81,21
3 November 2022,44868,10,15,37,40,43,59,5,67
31 October 2022,44865,12,17,32,64,81,84,11,5
29 October 2022,44863,15,32,66,74,79,86,84,54
27 October 2022,44861,27,28,32,40,49,72,53,70
25 October 2022,44859,1,19,41,48,68,71,25,45
22 October 2022,44856,3,28,31,43,53,59,7,22
20 October 2022,44854,6,8,39,65,67,69,32,7
18 October 2022,44852,4,5,31,56,57,59,51,75
15 October 2022,44849,12,26,34,69,74,83,66,68
13 October 2022,44847,4,20,64,65,69,79,81,20
11 October 2022,44845,1,33,35,39,46,58,15,48
8 October 2022,44842,26,33,41,51,80,84,15,44
6 October 2022,44840,10,20,28,62,70,87,59,26
4 October 2022,44838,4,9,55,68,80,84,38,55
1 October 2022,44835,3,11,14,26,67,82,75,59
29 September 2022,44833,6,35,37,46,59,86,84,38
27 September 2022,44831,5,22,42,49,62,63,80,36
24 September 2022,44828,19,26,35,44,49,65,24,32
22 September 2022,44826,15,30,42,65,75,81,72,85
20 September 2022,44824,1,38,39,40,50,83,44,9
17 September 2022,44821,1,10,14,18,42,60,39,35
15 September 2022,44819,27,34,42,59,72,76,25,35
13 September 2022,44817,5,9,16,20,23,69,31,46
10 September 2022,44814,62,66,68,70,75,83,30,64
8 September 2022,44812,18,26,39,50,71,90,41,35
6 September 2022,44810,11,13,19,34,49,52,37,27
3 September 2022,44807,22,25,30,37,44,76,1,74
1 September 2022,44805,2,5,13,19,54,89,40,50
30 August 2022,44803,6,11,23,45,57,75,44,45
27 August 2022,44800,3,5,15,39,45,80,10,83
25 August 2022,44798,33,41,42,84,86,88,38,79
23 August 2022,44796,7,44,47,51,52,85,89,72
20 August 2022,44793,19,28,31,58,77,85,73,88
18 August 2022,44791,5,25,42,51,71,84,38,9
16 August 2022,44789,13,19,59,74,81,84,2,51
13 August 2022,44786,8,49,62,65,83,88,45,64
11 August 2022,44784,6,32,34,56,58,87,23,88
9 August 2022,44782,15,25,26,29,38,39,82,41
6 August 2022,44779,1,21,29,40,42,58,25,70
4 August 2022,44777,20,23,45,66,83,87,16,61
2 August 2022,44775,9,25,26,49,68,74,81,59
30 July 2022,44772,7,25,28,62,80,87,54,49
28 July 2022,44770,19,20,22,54,72,88,50,56
26 July 2022,44768,8,31,34,44,56,77,36,9
23 July 2022,44765,29,32,46,56,66,90,21,89
21 July 2022,44763,7,14,24,43,44,90,66,19
19 July 2022,44761,2,17,27,44,78,79,59,1
16 July 2022,44758,28,29,38,43,62,71,75,49
14 July 2022,44756,3,11,28,39,65,75,48,51
12 July 2022,44754,11,56,63,66,68,72,58,68
9 July 2022,44751,28,31,41,51,70,83,80,24
7 July 2022,44749,17,24,25,35,66,73,54,1
5 July 2022,44747,16,17,49,66,82,86,1,67
2 July 2022,44744,1,5,25,34,38,66,51,21
30 June 2022,44742,6,9,12,16,32,79,26,40
28 June 2022,44740,19,32,36,55,71,81,48,64
25 June 2022,44737,4,30,42,46,58,89,29,88
23 June 2022,44735,34,37,52,55,56,66,79,16
21 June 2022,44733,12,16,32,46,60,83,54,52
18 June 2022,44730,2,12,16,27,74,78,58,65
16 June 2022,44728,31,54,56,60,66,82,29,13
14 June 2022,44726,7,34,48,50,53,67,52,52
11 June 2022,44723,5,8,18,28,33,59,9,83
9 June 2022,44721,4,12,20,32,56,88,25,78
7 June 2022,44719,21,31,49,69,77,90,40,22
6 June 2022,44718,8,22,31,53,59,86,75,74
4 June 2022,44716,2,35,41,43,65,71,12,50
31 May 2022,44712,21,34,35,48,63,82,17,14
28 May 2022,44709,27,42,55,65,84,90,53,64
26 May 2022,44707,10,14,17,32,45,87,18,70
24 May 2022,44705,22,24,25,32,46,73,29,62
21 May 2022,44702,2,20,25,67,78,80,71,28
19 May 2022,44700,2,9,13,39,40,89,6,43
17 May 2022,44698,26,29,32,48,65,79,53,61
14 May 2022,44695,13,19,39,42,73,83,60,11
12 May 2022,44693,21,26,28,54,80,85,4,37
10 May 2022,44691,25,37,47,55,73,81,67,5
7 May 2022,44688,29,41,43,46,51,81,48,39
5 May 2022,44686,25,31,37,38,77,82,43,8
3 May 2022,44684,13,24,44,47,66,80,46,81
30 April 2022,44681,22,25,34,52,72,85,14,71
28 April 2022,44679,24,61,65,67,71,90,14,74
26 April 2022,44677,20,44,62,64,67,78,79,40
23 April 2022,44674,6,18,23,33,57,71,65,32
21 April 2022,44672,17,32,46,49,77,88,48,19
19 April 2022,44670,32,41,63,71,76,89,1,24
16 April 2022,44667,7,21,25,69,76,77,70,74
14 April 2022,44665,5,8,22,38,50,55,12,89
12 April 2022,44663,15,27,32,51,74,77,44,22
9 April 2022,44660,2,22,27,42,52,89,36,19
7 April 2022,44658,11,20,42,43,51,86,71,87
5 April 2022,44656,5,21,48,63,83,86,30,70
2 April 2022,44653,24,35,45,54,65,68,7,9
31 March 2022,44651,15,43,51,59,64,74,11,39
29 March 2022,44649,9,32,48,55,68,72,36,68
26 March 2022,44646,22,38,74,81,84,89,72,45
24 March 2022,44644,15,35,37,48,62,77,28,50
22 March 2022,44642,27,30,49,68,74,88,64,11
19 March 2022,44639,20,41,61,67,73,83,4,83
17 March 2022,44637,14,52,53,54,55,86,34,29
15 March 2022,44635,8,22,53,65,75,86,55,44
12 March 2022,44632,24,32,41,56,76,80,10,11
10 March 2022,44630,18,34,39,47,52,66,22,69
8 March 2022,44628,3,15,16,21,31,80,24,70
5 March 2022,44625,3,9,58,66,68,80,35,77
3 March 2022,44623,31,33,40,43,47,80,2,21
1 March 2022,44621,15,44,60,79,81,83,64,64
26 February 2022,44618,6,24,38,52,84,87,4,81
24 February 2022,44616,16,28,38,52,69,73,17,47
22 February 2022,44614,9,15,29,59,64,74,22,16
19 February 2022,44611,9,13,15,65,74,81,66,24
17 February 2022,44609,36,48,67,77,85,87,38,74
15 February 2022,44607,1,9,44,49,60,74,70,38
12 February 2022,44604,14,22,27,47,68,77,44,45
10 February 2022,44602,25,35,51,52,58,59,82,71
8 February 2022,44600,36,38,57,62,64,81,68,28
5 February 2022,44597,30,39,48,55,76,81,82,11
3 February 2022,44595,21,26,28,35,65,77,46,60
1 February 2022,44593,5,10,29,31,47,58,34,44
29 January 2022,44590,1,23,63,79,82,89,68,52
27 January 2022,44588,30,53,63,74,83,88,44,27
25 January 2022,44586,4,13,16,21,23,50,63,79
22 January 2022,44583,5,13,27,37,50,59,76,47
20 January 2022,44581,32,33,37,53,77,79,76,61
18 January 2022,44579,33,34,43,46,49,66,87,78
15 January 2022,44576,6,19,48,51,73,89,32,40
13 January 2022,44574,10,34,56,66,78,87,52,29
11 January 2022,44572,15,22,24,33,38,71,47,45
10 January 2022,44571,3,25,30,58,66,84,72,55
8 January 2022,44569,35,42,49,63,68,78,1,33
4 January 2022,44565,5,18,59,78,81,89,10,9
3 January 2022,44564,9,47,50,67,73,74,85,49
30 December 2021,44560,10,20,40,55,68,86,26,76
28 December 2021,44558,13,19,47,70,77,83,31,59
27 December 2021,44557,6,10,11,41,61,80,76,47
23 December 2021,44553,11,15,17,37,54,89,8,38
21 December 2021,44551,30,49,61,62,79,87,63,48
18 December 2021,44548,6,31,44,57,73,77,61,80
16 December 2021,44546,12,35,37,41,75,76,16,13
14 December 2021,44544,35,59,64,65,68,73,50,49
11 December 2021,44541,7,17,45,64,76,81,42,72
9 December 2021,44539,10,48,70,75,79,83,82,77
7 December 2021,44537,9,12,23,38,59,88,76,18
4 December 2021,44534,37,43,68,72,76,85,27,11
2 December 2021,44532,15,24,48,60,70,89,34,17
30 November 2021,44530,11,34,44,64,75,82,48,5
27 November 2021,44527,24,30,38,47,48,78,8,57
25 November 2021,44525,6,45,61,82,84,88,16,36
23 November 2021,44523,6,17,23,24,43,72,81,30
20 November 2021,44520,7,48,58,60,86,87,55,22
18 November 2021,44518,22,24,38,42,44,87,67,13
16 November 2021,44516,7,17,19,38,66,71,90,35
13 November 2021,44513,13,40,60,66,73,75,23,49
11 November 2021,44511,4,23,52,65,79,88,37,53
9 November 2021,44509,3,6,14,17,54,60,83,78
6 November 2021,44506,6,21,56,63,81,85,51,61
4 November 2021,44504,22,25,38,41,61,68,24,3
2 November 2021,44502,22,27,51,55,77,86,33,42
30 October 2021,44499,20,31,41,43,48,79,26,46
28 October 2021,44497,2,25,34,67,73,77,36,11
26 October 2021,44495,20,24,25,49,57,68,16,53
23 October 2021,44492,1,11,12,15,20,83,46,80
21 October 2021,44490,9,10,26,27,77,86,16,23
19 October 2021,44488,21,28,38,42,66,88,60,6
16 October 2021,44485,32,41,50,57,67,89,13,90
14 October 2021,44483,8,14,25,59,60,88,27,31
12 October 2021,44481,46,53,55,60,64,90,77,72
9 October 2021,44478,7,9,70,72,77,86,53,20
7 October 2021,44476,15,18,22,26,66,77,67,78
5 October 2021,44474,21,40,62,66,73,85,58,67
2 October 2021,44471,9,19,40,62,67,71,52,58
30 September 2021,44469,7,32,33,36,45,47,43,19
28 September 2021,44467,14,18,19,33,34,80,48,19
25 September 2021,44464,11,19,61,62,75,76,43,24
23 September 2021,44462,8,21,38,42,49,51,2,58
21 September 2021,44460,5,6,29,59,68,74,54,53
18 September 2021,44457,22,56,60,73,76,80,81,4
16 September 2021,44455,12,16,40,46,47,83,57,16
14 September 2021,44453,3,14,42,52,69,81,63,3
11 September 2021,44450,1,30,36,49,75,85,33,73
9 September 2021,44448,6,58,64,73,76,86,59,45
7 September 2021,44446,7,20,21,31,67,89,63,89
4 September 2021,44443,7,60,68,71,79,80,53,68
2 September 2021,44441,5,15,39,72,76,80,12,6
31 August 2021,44439,3,5,10,44,76,77,19,71
28 August 2021,44436,44,54,56,63,76,77,61,75
26 August 2021,44434,17,21,32,40,55,76,89,4
24 August 2021,44432,12,27,43,48,63,66,18,22
21 August 2021,44429,8,19,35,59,86,90,33,53
19 August 2021,44427,3,4,31,80,81,87,53,53
17 August 2021,44425,2,3,10,38,64,70,69,39
14 August 2021,44422,53,64,72,74,87,89,39,4
12 August 2021,44420,17,55,59,61,62,90,21,72
10 August 2021,44418,14,16,47,49,53,56,22,59
7 August 2021,44415,1,7,34,37,45,49,57,57
5 August 2021,44413,28,37,41,44,52,84,86,12
3 August 2021,44411,14,55,65,68,78,88,36,82
31 July 2021,44408,14,22,36,47,59,61,35,56
29 July 2021,44406,3,14,21,31,84,89,45,68
27 July 2021,44404,1,6,24,36,82,83,58,78
24 July 2021,44401,21,25,40,50,71,87,22,18
22 July 2021,44399,1,6,10,61,63,64,15,37
20 July 2021,44397,28,34,49,65,79,90,1,80
17 July 2021,44394,6,37,64,71,85,87,16,23
15 July 2021,44392,2,25,37,54,57,87,80,77
13 July 2021,44390,58,68,70,74,76,89,3,74
10 July 2021,44387,8,13,16,27,32,62,4,31
8 July 2021,44385,21,24,25,61,73,74,58,24
6 July 2021,44383,11,15,20,40,69,73,65,48
3 July 2021,44380,42,45,52,65,70,85,67,61
1 July 2021,44378,8,11,44,86,88,89,31,8
29 June 2021,44376,10,30,52,53,66,87,77,20
26 June 2021,44373,28,39,44,57,61,88,43,26
24 June 2021,44371,40,43,56,59,63,88,25,2
22 June 2021,44369,30,51,56,59,65,68,83,40
19 June 2021,44366,1,3,41,55,84,85,47,87
17 June 2021,44364,20,33,39,42,43,78,40,49
15 June 2021,44362,10,14,25,43,54,65,11,79
12 June 2021,44359,2,9,27,54,69,78,16,62
10 June 2021,44357,27,37,42,44,76,83,50,25
8 June 2021,44355,2,9,11,72,76,86,67,79
5 June 2021,44352,53,73,75,83,84,85,27,76
3 June 2021,44350,17,27,40,72,86,87,48,2
1 June 2021,44348,9,21,27,41,45,53,66,27
29 May 2021,44345,23,31,62,71,74,77,8,80
27 May 2021,44343,24,38,81,86,88,89,54,71
25 May 2021,44341,5,39,45,49,59,71,4,9
22 May 2021,44338,1,7,37,43,63,81,34,26
20 May 2021,44336,27,31,36,39,46,67,19,88
18 May 2021,44334,10,11,15,19,47,78,68,90
15 May 2021,44331,15,36,49,59,60,62,77,20
13 May 2021,44329,4,13,20,51,69,82,9,27
11 May 2021,44327,23,30,50,59,60,83,16,86
8 May 2021,44324,37,38,44,45,60,65,66,10
6 May 2021,44322,5,28,38,55,79,89,31,26
4 May 2021,44320,6,43,48,60,75,85,1,2
3 May 2021,44319,15,18,40,43,57,72,39,12
29 April 2021,44315,14,62,64,66,76,87,79,48
27 April 2021,44313,41,49,56,58,60,68,59,79
24 April 2021,44310,10,20,21,29,34,44,58,33
22 April 2021,44308,8,11,46,47,72,81,68,80
20 April 2021,44306,1,32,48,58,68,75,59,10
17 April 2021,44303,7,20,63,68,74,88,13,11
15 April 2021,44301,12,33,44,71,72,80,69,12
13 April 2021,44299,1,36,48,63,68,87,23,36
10 April 2021,44296,9,27,67,80,87,89,65,18
8 April 2021,44294,19,29,35,49,66,81,61,87
6 April 2021,44292,7,27,73,77,78,89,26,41
3 April 2021,44289,1,39,53,60,75,76,36,8
1 April 2021,44287,22,37,57,62,83,90,3,87
30 March 2021,44285,10,25,41,58,78,87,73,33
27 March 2021,44282,16,19,41,72,78,82,70,46
25 March 2021,44280,15,28,30,52,75,86,37,32
23 March 2021,44278,2,11,13,45,66,72,25,84
20 March 2021,44275,6,10,57,71,74,83,39,40
18 March 2021,44273,11,38,51,58,62,63,47,56
16 March 2021,44271,28,43,48,65,84,89,9,2
13 March 2021,44268,28,29,43,59,70,79,52,79
11 March 2021,44266,9,31,51,68,84,90,33,41
9 March 2021,44264,8,15,20,52,54,72,81,79
6 March 2021,44261,4,36,43,61,72,89,22,29
4 March 2021,44259,2,4,13,45,51,77,5,64
2 March 2021,44257,3,32,39,56,77,89,90,82
27 February 2021,44254,10,37,42,69,72,86,85,2
25 February 2021,44252,13,26,42,71,72,73,62,30
23 February 2021,44250,7,37,42,57,59,87,15,17
20 February 2021,44247,3,18,25,31,65,75,29,65
18 February 2021,44245,28,52,56,62,66,72,58,13
16 February 2021,44243,9,19,30,52,61,76,54,30
13 February 2021,44240,36,39,46,58,63,77,57,65
11 February 2021,44238,5,34,47,60,69,70,64,21
9 February 2021,44236,7,8,19,33,40,48,54,40
6 February 2021,44233,36,49,50,61,66,76,82,87
4 February 2021,44231,5,19,27,35,40,82,66,53
2 February 2021,44229,28,41,54,67,78,86,29,6
30 January 2021,44226,27,35,42,48,56,65,44,81
28 January 2021,44224,18,29,40,44,46,53,67,39
26 January 2021,44222,34,39,45,51,60,89,18,52
23 January 2021,44219,3,19,27,35,63,89,29,57
21 January 2021,44217,15,17,38,40,45,65,84,45
19 January 2021,44215,2,27,28,38,43,65,60,72
16 January 2021,44212,9,26,57,66,81,83,63,65
14 January 2021,44210,24,50,53,54,62,88,61,72
12 January 2021,44208,5,19,21,33,61,90,43,52
9 January 2021,44205,14,16,35,47,58,64,40,20
7 January 2021,44203,15,33,48,49,56,88,16,55
5 January 2021,44201,12,19,30,60,71,78,79,6
2 January 2021,44198,35,37,50,75,77,81,5,30
31 December 2020,44196,7,14,20,66,68,79,76,60
29 December 2020,44194,15,22,38,51,60,74,86,50
28 December 2020,44193,8,25,39,54,59,84,85,14
24 December 2020,44189,22,25,31,79,87,90,38,73
22 December 2020,44187,15,16,22,46,51,72,8,29
19 December 2020,44184,36,39,45,50,62,66,47,69
17 December 2020,44182,5,9,12,14,26,37,55,29
15 December 2020,44180,10,16,47,51,80,85,4,23
12 December 2020,44177,11,14,18,59,64,85,1,84
10 December 2020,44175,1,6,25,42,75,80,41,63
7 December 2020,44172,1,6,20,25,70,90,89,45
5 December 2020,44170,26,32,39,40,57,65,4,15
3 December 2020,44168,22,33,43,48,87,89,17,75
1 December 2020,44166,21,30,32,62,78,80,36,21
28 November 2020,44163,12,29,61,81,87,90,20,77
26 November 2020,44161,2,9,39,52,67,76,78,37
24 November 2020,44159,9,15,16,23,57,76,19,56
21 November 2020,44156,6,24,37,55,76,82,20,11
19 November 2020,44154,6,13,47,49,69,86,83,2
17 November 2020,44152,7,18,20,32,45,55,75,41
14 November 2020,44149,3,30,47,67,68,89,38,46
12 November 2020,44147,13,35,37,58,60,88,57,19
10 November 2020,44145,13,34,38,41,76,88,18,17
7 November 2020,44142,1,2,61,69,70,82,56,5
5 November 2020,44140,5,10,18,24,69,85,65,50
3 November 2020,44138,18,39,45,48,53,64,55,11
31 October 2020,44135,22,31,35,40,65,82,36,51
29 October 2020,44133,9,32,41,43,44,84,28,46
27 October 2020,44131,19,26,49,53,55,77,51,57
24 October 2020,44128,17,19,28,41,49,86,25,88
22 October 2020,44126,1,16,21,36,37,43,27,44
20 October 2020,44124,24,29,36,43,50,51,69,21
17 October 2020,44121,24,28,34,55,62,87,36,38
15 October 2020,44119,29,38,47,61,68,86,36,59
13 October 2020,44117,47,56,58,60,79,85,20,65
10 October 2020,44114,12,15,19,24,46,73,67,46
8 October 2020,44112,8,35,51,60,63,75,79,58
6 October 2020,44110,8,55,67,73,74,89,83,18
3 October 2020,44107,5,17,59,61,70,79,52,11
1 October 2020,44105,7,31,38,52,61,75,51,19
29 September 2020,44103,25,33,53,76,81,90,75,72
26 September 2020,44100,4,16,38,70,86,88,61,46
24 September 2020,44098,10,13,28,77,86,89,14,1
22 September 2020,44096,4,15,37,48,55,69,31,56
19 September 2020,44093,6,12,14,27,39,73,87,66
17 September 2020,44091,9,29,35,47,53,85,71,48
15 September 2020,44089,2,9,44,47,52,54,16,18
12 September 2020,44086,6,15,36,42,67,78,2,11
10 September 2020,44084,46,48,67,78,80,87,23,56
8 September 2020,44082,23,27,28,31,69,89,24,85
5 September 2020,44079,7,14,27,56,72,83,16,3
3 September 2020,44077,16,17,38,39,68,84,29,7
1 September 2020,44075,10,22,28,45,48,71,53,84
29 August 2020,44072,1,3,35,42,55,61,25,17
27 August 2020,44070,37,49,52,53,75,87,29,30
25 August 2020,44068,15,24,31,70,83,84,76,89
22 August 2020,44065,7,12,45,47,73,87,83,72
20 August 2020,44063,7,17,30,39,41,67,32,70
18 August 2020,44061,13,22,28,58,65,77,6,24
17 August 2020,44060,5,9,26,62,77,79,87,72
13 August 2020,44056,4,5,49,57,66,75,36,77
11 August 2020,44054,7,9,38,68,78,80,26,45
8 August 2020,44051,6,16,22,55,58,83,51,32
6 August 2020,44049,21,37,40,46,69,80,3,65
4 August 2020,44047,5,19,21,25,45,82,59,43
1 August 2020,44044,4,14,17,18,26,45,6,56
30 July 2020,44042,4,15,19,26,28,55,58,2
28 July 2020,44040,23,45,49,71,80,82,61,76
25 July 2020,44037,18,30,42,70,78,80,1,84
23 July 2020,44035,10,29,37,49,56,57,24,68
21 July 2020,44033,4,34,46,54,55,62,10,82
18 July 2020,44030,18,33,49,76,80,84,12,83
16 July 2020,44028,35,39,40,64,67,75,74,5
14 July 2020,44026,17,35,70,71,74,82,22,79
11 July 2020,44023,6,10,19,20,40,67,75,87
9 July 2020,44021,1,10,26,40,64,88,79,16
7 July 2020,44019,16,24,29,53,73,88,62,50
4 July 2020,44016,33,38,46,59,65,73,28,47
2 July 2020,44014,12,33,42,56,78,79,88,79
30 June 2020,44012,6,7,57,61,79,89,63,3
27 June 2020,44009,13,33,35,60,78,81,11,52
25 June 2020,44007,14,35,41,51,84,85,78,49
23 June 2020,44005,40,44,52,59,66,69,24,14
20 June 2020,44002,16,29,39,55,63,86,84,51
18 June 2020,44000,4,6,15,35,67,73,36,35
16 June 2020,43998,1,11,39,59,68,74,37,16
13 June 2020,43995,20,42,53,57,62,73,8,89
11 June 2020,43993,1,7,23,47,68,69,79,33
9 June 2020,43991,8,14,30,58,71,87,70,79
6 June 2020,43988,4,21,37,45,50,79,76,5
4 June 2020,43986,5,16,23,30,40,71,10,56
1 June 2020,43983,9,28,49,65,76,81,8,47
30 May 2020,43981,3,27,46,52,70,74,48,4
28 May 2020,43979,16,29,31,73,76,82,26,2
